date,race_id,track,distance,weather,ground_condition,race_name,horse_id,horse_key,horse_name,rank,frame_no,gate_no,sex,age,weight,jockey_id,jockey_key,trainer_id,trainer_key,finish_time,margin,closing_time_3f,passing_order,popularity
2022-09-29,2022092919060401,船橋,1500,晴,良,２歳未勝利 選抜馬,2022092919060401:5,2020101589,ベストホリデー,1,5,5,牝,2,505.0,町田直希,31140,伊藤滋規,11374,1:38.9,-,40.3,4-3-3-2,2.0
2022-09-29,2022092919060401,船橋,1500,晴,良,２歳未勝利 選抜馬,2022092919060401:4,2020101361,ルクバー,2,4,4,牡,2,447.0,和田譲治,31074,稲益貴弘,11401,1:39.0,クビ,40.5,2-2-2-1,1.0
2022-09-29,2022092919060401,船橋,1500,晴,良,２歳未勝利 選抜馬,2022092919060401:6,2020106297,ルーシースカイ,3,6,6,牝,2,460.0,矢野貴之,31068,伊藤滋規,11374,1:40.0,５,39.8,5-5-5-5,4.0
2022-09-29,2022092919060401,船橋,1500,晴,良,２歳未勝利 選抜馬,2022092919060401:2,2020104652,フレンドパーティー,4,2,2,牡,2,476.0,本橋孝太,31155,佐々木功,10073,1:40.4,２,41.9,1-1-1-3,3.0
2022-09-29,2022092919060401,船橋,1500,晴,良,２歳未勝利 選抜馬,2022092919060401:3,2020102516,オータムリーブス,5,3,3,牡,2,468.0,笠野雄大,31169,山中尊徳,11335,1:41.0,３,40.5,6-6-6-6,6.0
2022-09-29,2022092919060401,船橋,1500,晴,良,２歳未勝利 選抜馬,2022092919060401:1,2020102413,メイクアドリーム,6,1,1,牝,2,504.0,臼井健太郎,31251,伊藤滋規,11374,1:42.4,７,42.8,3-4-4-4,5.0
2022-09-29,2022092919060402,船橋,1000,曇,良,ローズデビュー ２歳 新馬ウ,2022092919060402:4,2020106064,ジュンクッタラ,1,4,4,牝,2,455.0,張田昂,31235,張田京,11424,1:02.0,-,37.6,2-2,1.0
2022-09-29,2022092919060402,船橋,1000,曇,良,ローズデビュー ２歳 新馬ウ,2022092919060402:3,2020104025,アクセルオーソ,2,3,3,牡,2,525.0,澤田龍哉,31179,坂本昇,11079,1:02.9,４,37.1,5-4,4.0
2022-09-29,2022092919060402,船橋,1000,曇,良,ローズデビュー ２歳 新馬ウ,2022092919060402:1,2020101253,シアトルフォンテン,3,1,1,牡,2,448.0,山口達弥,31120,矢内博,11340,1:03.4,２ 1/2,39.2,1-1,2.0
2022-09-29,2022092919060402,船橋,1000,曇,良,ローズデビュー ２歳 新馬ウ,2022092919060402:6,2020102616,アイノメバエ,4,6,6,牝,2,406.0,山中悠希,31219,渡邊貴光,11377,1:04.8,７,40.2,3-3,3.0
2022-09-29,2022092919060402,船橋,1000,曇,良,ローズデビュー ２歳 新馬ウ,2022092919060402:5,2020102783,ストームインレース,5,5,5,牡,2,495.0,笠野雄大,31169,新井清重,11272,1:05.9,５,40.5,4-5,6.0
2022-09-29,2022092919060402,船橋,1000,曇,良,ローズデビュー ２歳 新馬ウ,2022092919060402:2,2020101117,チュラサンビーチ,6,2,2,牝,2,458.0,和田譲治,31074,齊藤敏,11055,1:07.6,８,41.2,6-6,5.0
2022-09-29,2022092919060403,船橋,1000,曇,良,ローズデビュー ２歳 新馬イ,2022092919060403:2,2020104057,サダムヴィオロン,1,2,2,牝,2,503.0,篠谷葵,31294,稲益貴弘,11401,1:02.6,-,38.6,1-1,2.0
2022-09-29,2022092919060403,船橋,1000,曇,良,ローズデビュー ２歳 新馬イ,2022092919060403:3,2020103058,マニエジェニー,2,3,3,牝,2,472.0,本田正重,31147,川島正一,11325,1:04.0,７,39.9,2-2,1.0
2022-09-29,2022092919060403,船橋,1000,曇,良,ローズデビュー ２歳 新馬イ,2022092919060403:1,2020106988,フレンドリームーン,3,1,1,牝,2,423.0,山中悠希,31219,渡邊貴光,11377,1:04.7,３,38.4,4-4,4.0
2022-09-29,2022092919060403,船橋,1000,曇,良,ローズデビュー ２歳 新馬イ,2022092919060403:4,2020101523,ボルドーバターリャ,4,4,4,牝,2,437.0,西村栄喜,30840,伊藤滋規,11374,1:06.4,８,41.5,3-3,3.0
2022-09-29,2022092919060403,船橋,1000,曇,良,ローズデビュー ２歳 新馬イ,2022092919060403:5,2020101674,ミスグロリア,-,5,5,牝,2,528.0,左海誠二,30779,林正人,11022,-,競走除外,,-,
2022-09-29,2022092919060404,船橋,1200,曇,良,３歳(五),2022092919060404:11,2019100208,ウインチャチャ,1,8,11,牝,3,455.0,和田譲治,31074,林幻,11459,1:14.9,-,38.0,3-3-3,2.0
2022-09-29,2022092919060404,船橋,1200,曇,良,３歳(五),2022092919060404:10,2019105373,ソーブラック,2,8,10,牝,3,469.0,岡村健司,31261,岡林光浩,10053,1:15.1,１,38.4,2-2-2,1.0
2022-09-29,2022092919060404,船橋,1200,曇,良,３歳(五),2022092919060404:9,2019103483,アマゴ,3,7,9,牝,3,451.0,今野忠成,30833,水野貴史,11400,1:16.1,５,39.0,6-5-4,5.0
2022-09-29,2022092919060404,船橋,1200,曇,良,３歳(五),2022092919060404:6,2019104343,ダバイコーズウェイ,4,6,6,セ,3,470.0,澤田龍哉,31179,坂本昇,11079,1:16.1,アタマ,38.1,9-8-9,4.0
2022-09-29,2022092919060404,船橋,1200,曇,良,３歳(五),2022092919060404:2,2019103310,モンテジュエル,5,2,2,牝,3,436.0,高橋利幸,31111,新井清重,11272,1:16.3,3/4,39.9,1-1-1,6.0
2022-09-29,2022092919060404,船橋,1200,曇,良,３歳(五),2022092919060404:7,2019100823,ゴールドビンテージ,6,6,7,牡,3,491.0,森泰斗,30942,矢内博,11340,1:16.8,２ 1/2,38.2,11-10-10,3.0
2022-09-29,2022092919060404,船橋,1200,曇,良,３歳(五),2022092919060404:4,2019101347,クーラクー,7,4,4,牡,3,511.0,山口達弥,31120,林正人,11022,1:16.9,1/2,38.7,8-9-8,9.0
2022-09-29,2022092919060404,船橋,1200,曇,良,３歳(五),2022092919060404:3,2019102289,モエヨグラン,8,3,3,牡,3,494.0,△菅原涼太,31307,箕輪武,11136,1:17.9,５,40.2,5-6-7,10.0
2022-09-29,2022092919060404,船橋,1200,曇,良,３歳(五),2022092919060404:8,2019106981,タケデンシャイン,9,7,8,牝,3,401.0,野澤憲彦,30800,佐々木清明,11174,1:18.8,４,40.9,7-7-6,7.0
2022-09-29,2022092919060404,船橋,1200,曇,良,３歳(五),2022092919060404:1,2019106977,カンノンカイエン,10,1,1,牡,3,404.0,石崎駿,31050,玉井等,11020,1:19.7,４,42.6,4-4-5,8.0
2022-09-29,2022092919060404,船橋,1200,曇,良,３歳(五),2022092919060404:5,2019104015,リュウノケプカ,11,5,5,セ,3,502.0,濱田達也,31170,齊藤敏,11055,1:19.8,1/2,41.2,10-11-11,11.0
2022-09-29,2022092919060405,船橋,1200,曇,良,３歳(四),2022092919060405:8,2019104335,ニケテア,1,7,8,牝,3,472.0,川島正太郎,31178,佐藤裕太,11412,1:16.8,-,40.4,3-3-3,1.0
2022-09-29,2022092919060405,船橋,1200,曇,良,３歳(四),2022092919060405:5,2019101659,オミワタリ,2,5,5,牡,3,486.0,澤田龍哉,31179,坂本昇,11079,1:16.8,ハナ,39.5,8-7-6,3.0
2022-09-29,2022092919060405,船橋,1200,曇,良,３歳(四),2022092919060405:2,2019106893,ハマーフェイス,3,2,2,牡,3,445.0,山中悠希,31219,玉井昇,11277,1:17.5,３,40.7,5-5-5,2.0
2022-09-29,2022092919060405,船橋,1200,曇,良,３歳(四),2022092919060405:10,2019103811,トップオブザラン,4,8,10,牡,3,473.0,山口達弥,31120,林正人,11022,1:17.5,アタマ,40.4,6-6-7,7.0
2022-09-29,2022092919060405,船橋,1200,曇,良,３歳(四),2022092919060405:1,2019101365,アンビションバイオ,5,1,1,牡,3,490.0,☆池谷匠翔,31296,山崎尋美,11107,1:17.8,１ 1/2,39.7,10-9-9,9.0
2022-09-29,2022092919060405,船橋,1200,曇,良,３歳(四),2022092919060405:3,2019100525,サキホコレ,6,3,3,牝,3,441.0,篠谷葵,31294,宇野木博徳,11399,1:18.0,3/4,40.5,7-8-8,8.0
2022-09-29,2022092919060405,船橋,1200,曇,良,３歳(四),2022092919060405:6,2019100514,アクナキチョウセン,7,6,6,牡,3,442.0,張田昂,31235,宇野木博徳,11399,1:18.0,クビ,41.6,2-1-1,4.0
2022-09-29,2022092919060405,船橋,1200,曇,良,３歳(四),2022092919060405:4,2019103249,デナーリス,8,4,4,牝,3,455.0,矢野貴之,31068,川島正一,11325,1:18.8,４,42.4,4-4-4,5.0
2022-09-29,2022092919060405,船橋,1200,曇,良,３歳(四),2022092919060405:11,2019100118,スターゲルニカ,9,8,11,牡,3,467.0,實川純一,31110,佐々木功,10073,1:18.8,クビ,40.4,9-11-11,10.0
2022-09-29,2022092919060405,船橋,1200,曇,良,３歳(四),2022092919060405:9,2019107077,シェナハート,10,7,9,牝,3,411.0,▲室陽一朗,31317,冨田敏男,11376,1:18.8,アタマ,40.5,11-10-10,11.0
2022-09-29,2022092919060405,船橋,1200,曇,良,３歳(四),2022092919060405:7,2019102638,ハクサンアロー,11,6,7,牡,3,477.0,本橋孝太,31155,矢野義幸,11222,1:18.9,3/4,42.5,1-2-2,6.0
2022-09-29,2022092919060406,船橋,1500,曇,良,Ｃ３(一)特選,2022092919060406:6,2017104597,シップレックビーチ,1,6,6,牡,5,455.0,笹川翼,31231,甲田悟史,11476,1:38.9,-,41.7,1-1-1-1,1.0
2022-09-29,2022092919060406,船橋,1500,曇,良,Ｃ３(一)特選,2022092919060406:3,2015101708,ステップアップ,2,3,3,セ,7,463.0,和田譲治,31074,山下貴之,11425,1:39.1,１,41.2,6-5-4-4,3.0
2022-09-29,2022092919060406,船橋,1500,曇,良,Ｃ３(一)特選,2022092919060406:5,2017102488,カントナ,3,5,5,牝,5,414.0,半澤慶実,31109,宇野木博徳,11399,1:40.1,５,41.8,4-6-6-6,6.0
